index_caracteristique_interieure;surface_carrez;type_local;nombre_ pieces_principales;index_adresse
15940;76.57;Appartement;1;15940
15941;22.37;Appartement;2;15941
15942;22.22;Appartement;2;15942
15943;31.96;Appartement;1;15943
15944;35.63;Appartement;1;15944
15945;100.49;Appartement;4;15945
15946;37.2;Appartement;2;15946
15947;66.59;Appartement;3;15947
15948;25.63;Appartement;1;15948
15949;3.45;Appartement;3;15949
15950;63.56;Appartement;2;15950
15951;80;Appartement;6;15951
15952;5.6;Appartement;4;15952
15953;67.28;Appartement;3;15953
15954;69.32;Appartement;3;15954
15955;223.26;Appartement;5;15955
15956;56.89;Appartement;2;15956
15957;61.97;Appartement;3;15957
15958;66.88;Appartement;3;15958
15959;53.26;Appartement;3;15959
15960;126.02;Appartement;4;15960
15961;37.81;Appartement;1;15961
15962;51.3;Appartement;2;15962
15963;59.18;Appartement;3;15963
15964;63.43;Appartement;3;15964
15965;61.92;Appartement;3;15965
15966;65.76;Appartement;3;15966
15967;26.79;Appartement;1;15967
15968;44.16;Appartement;2;15968
15969;68.07;Appartement;3;15969
15970;110.27;Maison;5;15970
15971;71.9;Appartement;4;15971
15972;49.38;Appartement;2;15972
15973;61.68;Appartement;3;15973
15974;80.34;Appartement;4;15974
15975;67.88;Appartement;3;15975
15976;72.33;Appartement;3;15976
15977;92.72;Appartement;5;15977
15978;47.17;Appartement;2;15978
15979;23.95;Appartement;1;15979
15980;67.06;Appartement;4;15980
15981;45.83;Appartement;2;15981
15982;63.12;Appartement;2;15982
15983;88.59;Appartement;4;15983
15984;29.15;Appartement;2;15984
15985;24.56;Appartement;2;15985
15986;29.04;Appartement;2;15986
15987;39.05;Appartement;2;15987
15988;16.7;Appartement;2;15988
15989;40.32;Appartement;3;15989
15990;99.68;Appartement;4;15990
15991;27.15;Appartement;2;15991
15992;33.66;Appartement;2;15992
15993;63.14;Appartement;3;15993
15994;21.29;Appartement;1;15994
15995;24.37;Appartement;2;15995
15996;22.83;Appartement;1;15996
15997;23;Appartement;1;15997
15998;35.4;Appartement;1;15998
15999;65.06;Appartement;3;15999
16000;22.44;Appartement;1;16000
16001;58.52;Appartement;3;16001
16002;25.84;Appartement;1;16002
16003;44.95;Appartement;2;16003
16004;26.91;Appartement;2;16004
16005;34.9;Appartement;2;16005
16006;57.26;Appartement;3;16006
16007;70.52;Appartement;3;16007
16008;103.23;Maison;4;16008
16009;65;Appartement;3;16009
16010;52;Appartement;2;16010
16011;68.18;Appartement;5;16011
16012;67;Appartement;3;16012
16013;21.09;Appartement;1;16013
16014;87.28;Appartement;4;16014
16015;43.62;Appartement;2;16015
16016;25.05;Appartement;2;16016
16017;64.6;Appartement;3;16017
16018;40.53;Appartement;2;16018
16019;28.14;Appartement;2;16019
16020;25.39;Appartement;2;16020
16021;86.79;Appartement;3;16021
16022;18.46;Appartement;1;16022
16023;38.67;Appartement;2;16023
16024;86.32;Appartement;3;16024
16025;19.8;Appartement;1;16025
16026;133.56;Appartement;5;16026
16027;20.98;Appartement;1;16027
16028;12.55;Appartement;1;16028
16029;58.76;Appartement;4;16029
16030;137.12;Appartement;6;16030
16031;32.75;Appartement;2;16031
16032;47.19;Appartement;1;16032
16033;42.82;Appartement;2;16033
16034;69.41;Appartement;3;16034
16035;23.13;Appartement;1;16035
16036;53;Appartement;2;16036
16037;64.5;Appartement;3;16037
16038;51.69;Appartement;3;16038
16039;157.46;Appartement;5;16039
16040;19.3;Appartement;1;16040
16041;68.26;Appartement;3;16041
16042;66.72;Appartement;4;16042
16043;18.02;Appartement;1;16043
16044;35.02;Appartement;1;16044
16045;20.01;Appartement;2;16045
16046;93.02;Appartement;3;16046
16047;24.04;Appartement;2;16047
16048;30.58;Appartement;2;16048
16049;74.52;Appartement;3;16049
16050;20.39;Appartement;1;16050
16051;17.32;Appartement;1;16051
16052;62.43;Appartement;3;16052
16053;55.26;Appartement;3;16053
16054;53;Appartement;1;16054
16055;23.85;Appartement;1;16055
16056;76.3;Appartement;3;16056
16057;94.81;Maison;4;16057
16058;15.05;Appartement;1;16058
16059;87.26;Appartement;4;16059
16060;12.18;Appartement;1;16060
16061;27.51;Appartement;2;16061
16062;23.9;Appartement;1;16062
16063;16.32;Appartement;1;16063
16064;39.09;Appartement;2;16064
16065;51.19;Appartement;4;16065
16066;68.62;Appartement;3;16066
16067;46.64;Appartement;2;16067
16068;41.44;Appartement;2;16068
16069;44.75;Appartement;2;16069
16070;39.98;Appartement;2;16070
16071;15.79;Appartement;1;16071
16072;25.82;Appartement;2;16072
16073;23.61;Appartement;1;16073
16074;21.03;Appartement;1;16074
16075;75.04;Appartement;3;16075
16076;117;Appartement;5;16076
16077;43.99;Appartement;4;16077
16078;30.89;Appartement;2;16078
16079;70.32;Appartement;4;16079
16080;74.96;Appartement;1;16080
16081;47.3;Maison;3;16081
16082;56.71;Appartement;3;16082
16083;26.23;Appartement;2;16083
16084;18.84;Appartement;1;16084
16085;18.48;Appartement;1;16085
16086;66.47;Appartement;3;16086
16087;29.52;Appartement;2;16087
16088;42.45;Appartement;2;16088
16089;23.66;Appartement;1;16089
16090;46.48;Appartement;2;16090
16091;94.1;Appartement;3;16091
16092;66.9;Appartement;3;16092
16093;40.24;Appartement;2;16093
16094;45.3;Appartement;2;16094
16095;17.73;Appartement;1;16095
16096;86.13;Appartement;4;16096
16097;54.86;Appartement;3;16097
16098;66.02;Appartement;3;16098
16099;86.8;Maison;5;16099
16100;54.53;Appartement;3;16100
16101;37.85;Appartement;1;16101
16102;23.13;Appartement;2;16102
16103;26.67;Appartement;1;16103
16104;66.83;Appartement;3;16104
16105;21.54;Appartement;2;16105
16106;36.34;Appartement;2;16106
16107;37.49;Appartement;4;16107
16108;46.6;Appartement;2;16108
16109;34.2;Appartement;3;16109
16110;79.76;Appartement;3;16110
16111;20.41;Appartement;1;16111
16112;34.93;Appartement;2;16112
16113;38.17;Appartement;4;16113
16114;25.1;Appartement;1;16114
16115;58.54;Appartement;1;16115
16116;24.4;Appartement;2;16116
16117;47;Appartement;2;16117
16118;26.55;Appartement;2;16118
16119;18;Appartement;1;16119
16120;67.57;Appartement;4;16120
16121;63.6;Appartement;4;16121
16122;77.7;Maison;4;16122
16123;72.4;Appartement;4;16123
16124;84.38;Appartement;4;16124
16125;24.7;Appartement;2;16125
16126;94.57;Appartement;5;16126
16127;52.84;Appartement;2;16127
16128;16.05;Appartement;1;16128
16129;60;Appartement;2;16129
16130;105.93;Appartement;3;16130
16131;27.33;Appartement;2;16131
16132;31.14;Appartement;2;16132
16133;50.85;Appartement;3;16133
16134;69.6;Appartement;3;16134
16135;53.65;Appartement;2;16135
16136;72.47;Appartement;1;16136
16137;46.55;Appartement;1;16137
16138;21.13;Appartement;1;16138
16139;57.8;Appartement;3;16139
16140;73.51;Appartement;3;16140
16141;22.59;Appartement;1;16141
16142;25.37;Appartement;2;16142
16143;48.5;Appartement;3;16143
16144;61.56;Appartement;3;16144
16145;52.46;Maison;4;16145
16146;102.79;Appartement;4;16146
16147;27.69;Appartement;1;16147
16148;55.01;Appartement;3;16148
16149;28.88;Appartement;2;16149
16150;39.2;Appartement;2;16150
16151;24.03;Appartement;2;16151
16152;27.34;Appartement;2;16152
16153;22.17;Appartement;2;16153
16154;61.95;Appartement;2;16154
16155;46.71;Maison;4;16155
16156;34.25;Appartement;2;16156
16157;70.81;Appartement;2;16157
16158;56.32;Appartement;3;16158
16159;62.63;Appartement;3;16159
16160;35.36;Appartement;2;16160
16161;35.44;Appartement;1;16161
16162;42.18;Appartement;2;16162
16163;28.01;Appartement;1;16163
16164;101.04;Appartement;3;16164
16165;66.18;Appartement;3;16165
16166;34;Appartement;2;16166
16167;75.5;Appartement;4;16167
16168;65.7;Appartement;3;16168
16169;19.33;Appartement;2;16169
16170;19.38;Appartement;1;16170
16171;61.89;Appartement;4;16171
16172;51.43;Appartement;3;16172
16173;36.68;Appartement;2;16173
16174;97.61;Appartement;4;16174
16175;90.25;Appartement;5;16175
16176;63.29;Appartement;3;16176
16177;34.86;Appartement;2;16177
16178;76.14;Appartement;3;16178
16179;18.93;Appartement;1;16179
16180;63.32;Appartement;4;16180
16181;15.44;Appartement;1;16181
16182;95.33;Appartement;4;16182
16183;50.37;Appartement;2;16183
16184;48.8;Appartement;1;16184
16185;89.87;Appartement;4;16185
16186;73.6;Appartement;3;16186
16187;47.89;Appartement;2;16187
16188;29.34;Appartement;2;16188
16189;11.24;Appartement;1;16189
16190;50.04;Appartement;2;16190
16191;58.81;Appartement;3;16191
16192;46.82;Appartement;2;16192
16193;49.83;Appartement;1;16193
16194;74.82;Appartement;4;16194
16195;14.3;Appartement;1;16195
16196;26.79;Appartement;2;16196
16197;40.3;Appartement;2;16197
16198;44.32;Appartement;3;16198
16199;66.15;Appartement;3;16199
16200;17.3;Appartement;1;16200
16201;30.62;Appartement;2;16201
16202;65.55;Appartement;3;16202
16203;67;Appartement;4;16203
16204;77.82;Maison;4;16204
16205;26.98;Appartement;1;16205
16206;30.64;Appartement;1;16206
16207;36.96;Appartement;1;16207
16208;43;Appartement;2;16208
16209;40.52;Appartement;1;16209
16210;76.61;Appartement;3;16210
16211;40.4;Appartement;2;16211
16212;74.09;Appartement;3;16212
16213;37.22;Appartement;2;16213
16214;61.8;Appartement;3;16214
16215;39.5;Appartement;2;16215
16216;66.7;Appartement;2;16216
16217;15.91;Appartement;1;16217
16218;52.93;Appartement;2;16218
16219;47;Appartement;2;16219
16220;72.7;Appartement;4;16220
16221;131.9;Appartement;4;16221
16222;64.94;Appartement;4;16222
16223;74.66;Appartement;3;16223
16224;71.86;Appartement;4;16224
16225;48.61;Appartement;2;16225
16226;52.8;Maison;2;16226
16227;44.13;Appartement;2;16227
16228;65.84;Appartement;3;16228
16229;70.87;Appartement;3;16229
16230;83.17;Appartement;2;16230
16231;49.03;Appartement;2;16231
16232;71.91;Appartement;4;16232
16233;94.7;Appartement;4;16233
16234;82.47;Appartement;5;16234
16235;46.13;Appartement;2;16235
16236;22.27;Appartement;1;16236
16237;54.23;Appartement;3;16237
16238;90;Appartement;4;16238
16239;81.9;Appartement;4;16239
16240;19.51;Appartement;1;16240
16241;49.78;Appartement;2;16241
16242;58.7;Appartement;3;16242
16243;72;Appartement;4;16243
16244;33.81;Appartement;2;16244
16245;103.63;Appartement;4;16245
16246;58.13;Appartement;2;16246
16247;88.72;Maison;6;16247
16248;79.29;Appartement;4;16248
16249;84.2;Appartement;5;16249
16250;57.54;Appartement;3;16250
16251;149.36;Appartement;4;16251
16252;45;Maison;1;16252
16253;95.12;Appartement;5;16253
16254;65.2;Appartement;4;16254
16255;30.07;Appartement;1;16255
16256;38.33;Appartement;3;16256
16257;145;Appartement;5;16257
16258;40.48;Appartement;2;16258
16259;16.52;Appartement;1;16259
16260;74.64;Appartement;2;16260
16261;74.55;Appartement;4;16261
16262;16.22;Appartement;1;16262
16263;16.22;Appartement;1;16263
16264;15.82;Appartement;1;16264
16265;16.03;Appartement;1;16265
16266;55.71;Appartement;3;16266
16267;28.8;Appartement;1;16267
16268;64.18;Appartement;3;16268
16269;53.3;Appartement;2;16269
16270;18.34;Appartement;1;16270
16271;78;Appartement;3;16271
16272;29.76;Appartement;2;16272
16273;82.5;Appartement;4;16273
16274;68.8;Appartement;3;16274
16275;29.83;Appartement;1;16275
16276;51.75;Appartement;3;16276
16277;18.46;Appartement;1;16277
16278;85.85;Appartement;5;16278
16279;45.8;Appartement;2;16279
16280;86.91;Appartement;4;16280
16281;27.24;Appartement;1;16281
16282;53.65;Appartement;2;16282
16283;70.17;Appartement;4;16283
16284;25.88;Appartement;1;16284
16285;28.8;Appartement;2;16285
16286;102.28;Appartement;4;16286
16287;65.86;Appartement;3;16287
16288;16.73;Appartement;1;16288
16289;78.37;Appartement;4;16289
16290;39.03;Appartement;2;16290
16291;17.19;Appartement;1;16291
16292;14.75;Appartement;1;16292
16293;90.25;Appartement;4;16293
16294;43.79;Appartement;2;16294
16295;17.4;Appartement;1;16295
16296;66.04;Appartement;4;16296
16297;32.18;Appartement;1;16297
16298;65.38;Appartement;3;16298
16299;78.4;Appartement;4;16299
16300;65.76;Appartement;4;16300
16301;88;Appartement;4;16301
16302;50.91;Appartement;11;16302
16303;208;Appartement;2;16303
16304;16.03;Appartement;1;16304
16305;16.84;Appartement;1;16305
16306;16.08;Appartement;1;16306
16307;75.43;Appartement;3;16307
16308;17.42;Appartement;1;16308
16309;37.37;Appartement;2;16309
16310;66.98;Appartement;3;16310
16311;35.31;Appartement;1;16311
16312;23.84;Appartement;1;16312
16313;48.67;Appartement;2;16313
16314;67.28;Appartement;3;16314
16315;43.85;Appartement;2;16315
16316;15.92;Appartement;1;16316
16317;26.24;Appartement;1;16317
16318;28.87;Appartement;1;16318
16319;35.64;Appartement;2;16319
16320;28.3;Appartement;1;16320
16321;40.76;Appartement;2;16321
16322;47.22;Appartement;2;16322
16323;77.58;Appartement;4;16323
16324;15.65;Appartement;1;16324
16325;40.06;Appartement;1;16325
16326;32;Appartement;2;16326
16327;35.6;Appartement;3;16327
16328;82.17;Appartement;3;16328
16329;39.3;Appartement;2;16329
16330;25.25;Appartement;1;16330
16331;42.16;Appartement;2;16331
16332;57.27;Appartement;3;16332
16333;43.32;Appartement;2;16333
16334;27.77;Appartement;1;16334
16335;79.82;Appartement;4;16335
16336;16.27;Appartement;1;16336
16337;59.4;Appartement;2;16337
16338;56.55;Appartement;2;16338
16339;43.55;Appartement;2;16339
16340;88.93;Appartement;3;16340
16341;19.88;Appartement;1;16341
16342;68.4;Appartement;4;16342
16343;16.9;Appartement;1;16343
16344;66.23;Appartement;3;16344
16345;46.32;Appartement;2;16345
16346;17.9;Appartement;1;16346
16347;42.02;Appartement;2;16347
16348;83.9;Appartement;4;16348
16349;39.83;Appartement;2;16349
16350;91.03;Appartement;4;16350
16351;20.5;Appartement;2;16351
16352;64;Appartement;3;16352
16353;88.46;Appartement;5;16353
16354;60.97;Appartement;3;16354
16355;21.78;Appartement;1;16355
16356;65.32;Appartement;4;16356
16357;55.47;Appartement;3;16357
16358;58.07;Appartement;2;16358
16359;64.62;Appartement;3;16359
16360;25.79;Appartement;1;16360
16361;49;Maison;3;16361
16362;121.83;Appartement;4;16362
16363;62.73;Maison;4;16363
16364;89.15;Appartement;4;16364
16365;108.22;Appartement;3;16365
16366;106.1;Maison;5;16366
16367;61.52;Appartement;4;16367
16368;39.8;Appartement;2;16368
16369;81.75;Appartement;4;16369
16370;35.85;Appartement;2;16370
16371;34.64;Appartement;2;16371
16372;41.61;Appartement;2;16372
16373;29.49;Appartement;1;16373
16374;17.67;Appartement;1;16374
16375;44.51;Appartement;2;16375
16376;17.5;Appartement;2;16376
16377;47.6;Appartement;3;16377
16378;74.21;Appartement;4;16378
16379;51.55;Appartement;2;16379
16380;85.38;Appartement;5;16380
16381;17.04;Appartement;1;16381
16382;68.6;Appartement;4;16382
16383;38.3;Appartement;2;16383
16384;50.07;Appartement;2;16384
16385;114.3;Appartement;4;16385
16386;70;Appartement;3;16386
16387;84.2;Appartement;3;16387
16388;60.1;Appartement;3;16388
16389;53.21;Appartement;3;16389
16390;14.42;Appartement;1;16390
16391;74.13;Appartement;3;16391
16392;69;Appartement;3;16392
16393;53.86;Appartement;2;16393
16394;44.81;Appartement;2;16394
16395;19.9;Appartement;1;16395
16396;41.05;Appartement;2;16396
16397;27.01;Appartement;1;16397
16398;61.47;Appartement;2;16398
16399;45.49;Appartement;2;16399
16400;150.5;Appartement;6;16400
16401;24.83;Appartement;1;16401
16402;53.08;Appartement;3;16402
16403;38.8;Appartement;4;16403
16404;137.41;Maison;9;16404
16405;75.59;Appartement;3;16405
16406;82.09;Maison;4;16406
16407;65.64;Appartement;3;16407
16408;84.27;Appartement;4;16408
16409;61.49;Appartement;3;16409
16410;70.95;Appartement;3;16410
16411;53.21;Appartement;3;16411
16412;19.5;Appartement;1;16412
16413;84.66;Appartement;4;16413
16414;58.4;Appartement;3;16414
16415;70.95;Appartement;3;16415
16416;37.66;Appartement;3;16416
16417;18.94;Appartement;1;16417
16418;147.9;Appartement;1;16418
16419;65.33;Appartement;3;16419
16420;39.39;Appartement;2;16420
16421;84.46;Appartement;4;16421
16422;102.85;Appartement;3;16422
16423;67.73;Appartement;2;16423
16424;37.9;Appartement;2;16424
16425;21.52;Appartement;1;16425
16426;59.4;Appartement;3;16426
16427;79.01;Appartement;4;16427
16428;108.77;Maison;6;16428
16429;151.54;Maison;5;16429
16430;102.35;Appartement;4;16430
16431;23.38;Appartement;1;16431
16432;64;Appartement;3;16432
16433;43.2;Appartement;3;16433
16434;45.3;Appartement;2;16434
16435;60.85;Appartement;1;16435
16436;101.37;Maison;4;16436
16437;92.5;Appartement;3;16437
16438;31.85;Appartement;2;16438
16439;18.1;Appartement;1;16439
16440;91.5;Appartement;4;16440
16441;74.95;Appartement;3;16441
16442;101;Appartement;4;16442
16443;24.41;Appartement;1;16443
16444;20.33;Appartement;1;16444
16445;85.94;Appartement;4;16445
16446;36.66;Appartement;2;16446
16447;60.59;Appartement;3;16447
16448;72.58;Appartement;3;16448
16449;23.05;Appartement;1;16449
16450;114.17;Maison;3;16450
16451;85.6;Appartement;3;16451
16452;34.32;Appartement;2;16452
16453;82.35;Appartement;2;16453
16454;45.34;Appartement;2;16454
16455;60.64;Appartement;2;16455
16456;175.38;Maison;5;16456
16457;33.42;Appartement;2;16457
16458;115.1;Appartement;4;16458
16459;78.99;Appartement;4;16459
16460;56.92;Appartement;2;16460
16461;80.4;Appartement;3;16461
16462;45.25;Appartement;2;16462
16463;84.6;Appartement;2;16463
16464;86.01;Appartement;3;16464
16465;61.01;Appartement;3;16465
16466;42.41;Appartement;2;16466
16467;75.39;Appartement;3;16467
16468;44.53;Appartement;3;16468
16469;91.13;Appartement;3;16469
16470;21.2;Appartement;1;16470
16471;53.86;Appartement;2;16471
16472;37.13;Appartement;2;16472
16473;69.39;Appartement;3;16473
16474;67.81;Appartement;3;16474
16475;21.96;Appartement;1;16475
16476;80.45;Appartement;4;16476
16477;75.37;Appartement;4;16477
16478;20.78;Appartement;1;16478
16479;88.08;Appartement;4;16479
16480;147.4;Appartement;7;16480
16481;56.76;Appartement;3;16481
16482;72.69;Appartement;3;16482
16483;24.4;Appartement;1;16483
16484;25.36;Appartement;1;16484
16485;81.87;Appartement;4;16485
16486;93.72;Appartement;5;16486
16487;66.2;Appartement;4;16487
16488;17.6;Appartement;1;16488
16489;64.61;Appartement;3;16489
16490;83.07;Appartement;4;16490
16491;22.36;Appartement;1;16491
16492;20.08;Appartement;1;16492
16493;32.92;Appartement;2;16493
16494;67.81;Appartement;4;16494
16495;51.57;Appartement;1;16495
16496;68.02;Appartement;2;16496
16497;41.7;Appartement;2;16497
16498;115.3;Appartement;5;16498
16499;5.25;Appartement;3;16499
16500;105.91;Appartement;3;16500
16501;20.95;Appartement;1;16501
16502;21.45;Appartement;1;16502
16503;46;Appartement;2;16503
16504;26.06;Appartement;1;16504
16505;24.42;Appartement;2;16505
16506;49.9;Appartement;2;16506
16507;46.2;Appartement;3;16507
16508;45.6;Appartement;2;16508
16509;53.66;Appartement;2;16509
16510;45.84;Appartement;1;16510
16511;58.04;Appartement;3;16511
16512;58.4;Appartement;2;16512
16513;58.8;Appartement;3;16513
16514;59.36;Maison;2;16514
16515;43.13;Appartement;2;16515
16516;49.06;Appartement;2;16516
16517;131.8;Maison;4;16517
16518;61.31;Maison;3;16518
16519;95;Maison;4;16519
16520;90.87;Appartement;3;16520
16521;149.15;Appartement;4;16521
16522;89.28;Appartement;3;16522
16523;64.02;Maison;2;16523
16524;47.7;Appartement;3;16524
16525;64.18;Appartement;3;16525
16526;54.3;Appartement;2;16526
16527;79.96;Appartement;4;16527
16528;28.2;Appartement;1;16528
16529;85.76;Maison;4;16529
16530;98.8;Appartement;3;16530
16531;45.91;Appartement;3;16531
16532;83.01;Appartement;4;16532
16533;60.01;Appartement;3;16533
16534;76.06;Appartement;3;16534
16535;62.79;Appartement;3;16535
16536;89.75;Appartement;3;16536
16537;54.09;Appartement;2;16537
16538;53.59;Appartement;1;16538
16539;47.5;Appartement;2;16539
16540;62.06;Appartement;3;16540
16541;86;Appartement;4;16541
16542;56.08;Appartement;2;16542
16543;69.67;Appartement;4;16543
16544;98.84;Maison;3;16544
16545;37.31;Appartement;2;16545
16546;59.1;Appartement;2;16546
16547;58.8;Appartement;3;16547
16548;23.92;Appartement;1;16548
16549;192.49;Appartement;5;16549
16550;61.61;Appartement;3;16550
16551;69.85;Appartement;3;16551
16552;56.21;Appartement;3;16552
16553;30.74;Appartement;1;16553
16554;75.36;Appartement;4;16554
16555;130.7;Maison;4;16555
16556;76.69;Appartement;5;16556
16557;48.21;Appartement;2;16557
16558;46.93;Appartement;2;16558
16559;52.49;Appartement;3;16559
16560;19.22;Appartement;1;16560
16561;70.23;Appartement;4;16561
16562;29.19;Appartement;2;16562
16563;87.91;Appartement;4;16563
16564;106.62;Maison;4;16564
16565;54;Appartement;3;16565
16566;10.14;Maison;0;16566
16567;52.11;Maison;3;16567
16568;11.6;Maison;1;16568
16569;5;Appartement;2;16569
16570;115.14;Maison;3;16570
16571;54;Appartement;2;16571
16572;43.08;Appartement;2;16572
16573;86.9;Maison;4;16573
16574;50.98;Appartement;2;16574
16575;66.12;Appartement;3;16575
16576;57.56;Appartement;2;16576
16577;23.98;Appartement;1;16577
16578;49.18;Appartement;2;16578
16579;28.56;Appartement;2;16579
16580;53.57;Maison;3;16580
16581;37.37;Appartement;3;16581
16582;96.21;Appartement;3;16582
16583;85.78;Appartement;3;16583
16584;46;Appartement;2;16584
16585;47.65;Appartement;2;16585
16586;87.88;Appartement;3;16586
16587;48.3;Appartement;2;16587
16588;48;Appartement;2;16588
16589;50.76;Appartement;2;16589
16590;72.32;Appartement;3;16590
16591;51.31;Appartement;2;16591
16592;36.22;Appartement;2;16592
16593;53;Appartement;2;16593
16594;39.65;Appartement;2;16594
16595;87.5;Appartement;4;16595
16596;38.65;Appartement;1;16596
16597;78.43;Maison;4;16597
16598;59.89;Appartement;3;16598
16599;91.13;Appartement;4;16599
16600;115.52;Maison;5;16600
16601;118.56;Maison;5;16601
16602;47.72;Appartement;2;16602
16603;33.49;Appartement;2;16603
16604;44.94;Appartement;2;16604
16605;73.19;Maison;4;16605
16606;66.42;Appartement;3;16606
16607;34.9;Appartement;1;16607
16608;100.8;Appartement;5;16608
16609;71.59;Appartement;4;16609
16610;83.9;Appartement;3;16610
16611;58.57;Appartement;3;16611
16612;52.13;Appartement;2;16612
16613;105.09;Appartement;5;16613
16614;70.09;Appartement;3;16614
16615;34.79;Appartement;2;16615
16616;97.68;Maison;4;16616
16617;47.83;Appartement;2;16617
16618;51.55;Appartement;2;16618
16619;26.15;Appartement;1;16619
16620;31.8;Appartement;1;16620
16621;47.29;Appartement;2;16621
16622;29.33;Appartement;1;16622
16623;36.28;Appartement;1;16623
16624;55.57;Appartement;2;16624
16625;46.82;Maison;3;16625
16626;75.4;Appartement;4;16626
16627;43.46;Appartement;2;16627
16628;76.99;Appartement;4;16628
16629;81.67;Appartement;4;16629
16630;21.86;Appartement;1;16630
16631;91.47;Maison;4;16631
16632;58.36;Appartement;3;16632
16633;64.77;Appartement;2;16633
16634;25.45;Appartement;1;16634
16635;34.87;Appartement;1;16635
16636;53.34;Appartement;3;16636
16637;32.71;Appartement;2;16637
16638;40.94;Appartement;2;16638
16639;60.42;Appartement;3;16639
16640;67.54;Appartement;3;16640
16641;28.93;Appartement;1;16641
16642;25.28;Appartement;1;16642
16643;96.95;Maison;6;16643
16644;112.94;Maison;5;16644
16645;50.15;Appartement;3;16645
16646;210.92;Maison;8;16646
16647;63.29;Appartement;4;16647
16648;48.43;Appartement;2;16648
16649;23.19;Appartement;1;16649
16650;25.12;Appartement;0;16650
16651;29.36;Appartement;1;16651
16652;28.03;Appartement;1;16652
16653;88.76;Maison;5;16653
16654;42.72;Appartement;2;16654
16655;79.33;Appartement;4;16655
16656;46.89;Appartement;2;16656
16657;109.05;Maison;5;16657
16658;39.4;Appartement;1;16658
16659;54.53;Appartement;3;16659
16660;160.18;Maison;7;16660
16661;22.9;Appartement;1;16661
16662;13.76;Appartement;1;16662
16663;26.89;Appartement;1;16663
16664;33.03;Appartement;1;16664
16665;34.77;Appartement;2;16665
16666;98.03;Maison;5;16666
16667;59.44;Appartement;3;16667
16668;99.73;Maison;5;16668
16669;47.05;Appartement;2;16669
16670;41.53;Appartement;2;16670
16671;96.44;Maison;5;16671
16672;78.8;Appartement;4;16672
16673;35.58;Appartement;2;16673
16674;104.33;Maison;5;16674
16675;32.43;Appartement;1;16675
16676;45.59;Appartement;3;16676
16677;59.78;Appartement;3;16677
16678;22.23;Appartement;2;16678
16679;94.5;Maison;5;16679
16680;54.88;Appartement;3;16680
16681;65.92;Appartement;3;16681
16682;47.96;Appartement;2;16682
16683;59.4;Appartement;3;16683
16684;28.39;Appartement;1;16684
16685;65;Appartement;3;16685
16686;56.55;Appartement;3;16686
16687;33.06;Appartement;1;16687
16688;50.16;Appartement;3;16688
16689;26.02;Appartement;1;16689
16690;29.58;Appartement;1;16690
16691;90.87;Appartement;3;16691
16692;1483.78;Appartement;2;16692
16693;64.81;Appartement;3;16693
16694;87.18;Appartement;5;16694
16695;32.63;Appartement;1;16695
16696;115.61;Maison;5;16696
16697;75.3;Maison;4;16697
16698;69.84;Appartement;3;16698
16699;40.75;Appartement;1;16699
16700;116.18;Maison;6;16700
16701;111.02;Maison;3;16701
16702;94.72;Maison;5;16702
16703;36.2;Appartement;1;16703
16704;43.94;Appartement;2;16704
16705;108.6;Appartement;5;16705
16706;28.54;Appartement;1;16706
16707;88.2;Maison;5;16707
16708;88.94;Appartement;5;16708
16709;65.62;Appartement;3;16709
16710;63.76;Appartement;3;16710
16711;53.08;Appartement;3;16711
16712;32.32;Appartement;2;16712
16713;97.29;Maison;4;16713
16714;46.07;Appartement;2;16714
16715;43.33;Appartement;2;16715
16716;50.06;Appartement;2;16716
16717;39;Appartement;1;16717
16718;38;Appartement;2;16718
16719;151.17;Maison;5;16719
16720;32.49;Appartement;1;16720
16721;290;Maison;8;16721
16722;45.05;Appartement;2;16722
16723;35.95;Appartement;1;16723
16724;64.23;Appartement;3;16724
16725;153.16;Maison;6;16725
16726;60.85;Appartement;3;16726
16727;66.64;Appartement;2;16727
16728;58.83;Appartement;3;16728
16729;117.04;Maison;6;16729
16730;74.36;Maison;4;16730
16731;92.87;Appartement;4;16731
16732;58.59;Appartement;3;16732
16733;75.66;Appartement;4;16733
16734;82.39;Maison;4;16734
16735;76.43;Appartement;3;16735
16736;21.5;Appartement;1;16736
16737;60;Appartement;3;16737
16738;43;Appartement;1;16738
16739;91.77;Maison;5;16739
16740;26.21;Appartement;1;16740
16741;39.9;Appartement;2;16741
16742;63.11;Appartement;3;16742
16743;24.53;Appartement;1;16743
16744;74.95;Appartement;4;16744
16745;81.1;Appartement;1;16745
16746;75.85;Maison;4;16746
16747;50.38;Appartement;5;16747
16748;138.96;Maison;7;16748
16749;85.94;Maison;4;16749
16750;65;Appartement;3;16750
16751;39;Appartement;2;16751
16752;91.46;Maison;5;16752
16753;43.68;Appartement;2;16753
16754;60.47;Appartement;3;16754
16755;41.92;Appartement;2;16755
16756;99.06;Maison;4;16756
16757;84.76;Maison;5;16757
16758;48.06;Appartement;2;16758
16759;37.28;Appartement;2;16759
16760;58.95;Appartement;3;16760
16761;61.48;Appartement;3;16761
16762;16.4;Appartement;1;16762
16763;87.37;Appartement;4;16763
16764;64.03;Appartement;3;16764
16765;29.44;Appartement;1;16765
16766;121.24;Maison;6;16766
16767;34.86;Appartement;2;16767
16768;92.05;Appartement;3;16768
16769;131.3;Maison;6;16769
16770;43.66;Appartement;2;16770
