index_caracteristique_interieure;surface_carrez;type_local;nombre_ pieces_principales;index_adresse
31154;42.52;Appartement;2;31154
31155;45.5;Appartement;3;31155
31156;12.14;Appartement;1;31156
31157;78.27;Appartement;3;31157
31158;65.2;Appartement;3;31158
31159;84.54;Appartement;4;31159
31160;10.25;Appartement;1;31160
31161;42.32;Appartement;2;31161
31162;16.2;Appartement;1;31162
31163;36.7;Appartement;2;31163
31164;32.02;Appartement;1;31164
31165;80.47;Appartement;4;31165
31166;16.03;Appartement;1;31166
31167;50.02;Appartement;2;31167
31168;40.19;Appartement;2;31168
31169;45.82;Appartement;2;31169
31170;31.04;Appartement;1;31170
31171;17.56;Appartement;1;31171
31172;17.12;Appartement;1;31172
31173;36.73;Appartement;2;31173
31174;21.52;Appartement;1;31174
31175;53.62;Appartement;3;31175
31176;10.18;Appartement;1;31176
31177;19.6;Appartement;1;31177
31178;192.1;Appartement;7;31178
31179;60.58;Appartement;3;31179
31180;25.28;Appartement;2;31180
31181;58.1;Appartement;3;31181
31182;31.51;Appartement;1;31182
31183;11.64;Appartement;1;31183
31184;13.05;Appartement;1;31184
31185;37.15;Appartement;2;31185
31186;93.47;Appartement;3;31186
31187;19.1;Appartement;1;31187
31188;31.33;Appartement;2;31188
31189;42.49;Appartement;3;31189
31190;35.21;Appartement;2;31190
31191;69.84;Appartement;3;31191
31192;78.4;Appartement;2;31192
31193;20.55;Appartement;1;31193
31194;68.45;Appartement;3;31194
31195;60.85;Appartement;3;31195
31196;34.8;Appartement;2;31196
31197;67.1;Appartement;3;31197
31198;20.41;Appartement;1;31198
31199;54;Appartement;3;31199
31200;74.48;Appartement;3;31200
31201;19.02;Appartement;1;31201
31202;14.9;Appartement;1;31202
31203;29.75;Appartement;1;31203
31204;46.02;Appartement;2;31204
31205;88.96;Appartement;5;31205
31206;41.83;Appartement;2;31206
31207;17.72;Appartement;1;31207
31208;25.27;Appartement;2;31208
31209;82.5;Appartement;4;31209
31210;17.37;Appartement;1;31210
31211;81.66;Appartement;4;31211
31212;39.07;Appartement;2;31212
31213;29.68;Appartement;2;31213
31214;20.64;Appartement;1;31214
31215;70.75;Appartement;2;31215
31216;23.68;Appartement;1;31216
31217;97.1;Appartement;5;31217
31218;86.78;Appartement;4;31218
31219;60.45;Appartement;2;31219
31220;23.16;Appartement;1;31220
31221;30.81;Appartement;2;31221
31222;55.83;Appartement;3;31222
31223;31.82;Appartement;2;31223
31224;16.52;Appartement;1;31224
31225;47.03;Appartement;2;31225
31226;23.44;Appartement;1;31226
31227;39.02;Appartement;2;31227
31228;25.73;Appartement;2;31228
31229;70.3;Appartement;3;31229
31230;30.02;Appartement;3;31230
31231;23.99;Appartement;1;31231
31232;41.04;Appartement;2;31232
31233;51.87;Appartement;4;31233
31234;31.71;Appartement;2;31234
31235;78.17;Appartement;4;31235
31236;15.69;Appartement;1;31236
31237;41.13;Appartement;2;31237
31238;25.04;Appartement;2;31238
31239;19.39;Appartement;1;31239
31240;26.56;Appartement;1;31240
31241;44.54;Appartement;2;31241
31242;13.69;Appartement;1;31242
31243;38.91;Appartement;2;31243
31244;34.89;Appartement;2;31244
31245;43.14;Appartement;2;31245
31246;29.2;Appartement;2;31246
31247;56.92;Appartement;3;31247
31248;33.08;Appartement;2;31248
31249;24.46;Appartement;2;31249
31250;68.47;Appartement;4;31250
31251;20.52;Appartement;1;31251
31252;48.75;Appartement;3;31252
31253;32.25;Appartement;1;31253
31254;36.68;Appartement;2;31254
31255;29.16;Appartement;1;31255
31256;35.51;Appartement;1;31256
31257;99.13;Appartement;4;31257
31258;36.3;Appartement;3;31258
31259;57.72;Appartement;4;31259
31260;14.66;Appartement;1;31260
31261;31.04;Appartement;1;31261
31262;32.8;Appartement;2;31262
31263;45.32;Appartement;3;31263
31264;94.26;Appartement;6;31264
31265;62.95;Appartement;3;31265
31266;29.02;Appartement;2;31266
31267;49.92;Appartement;2;31267
31268;15.1;Appartement;1;31268
31269;57.29;Appartement;3;31269
31270;38.7;Appartement;2;31270
31271;15.17;Appartement;1;31271
31272;17.5;Appartement;1;31272
31273;60.03;Appartement;3;31273
31274;14.8;Appartement;1;31274
31275;69.18;Appartement;2;31275
31276;34.31;Appartement;2;31276
31277;19.49;Appartement;1;31277
31278;22.95;Appartement;1;31278
31279;20.59;Appartement;1;31279
31280;48.5;Appartement;2;31280
31281;14.01;Appartement;1;31281
31282;105;Appartement;5;31282
31283;18.47;Appartement;1;31283
31284;29.9;Appartement;2;31284
31285;38.31;Appartement;2;31285
31286;44.3;Appartement;2;31286
31287;22.15;Appartement;2;31287
31288;19.11;Appartement;1;31288
31289;69.87;Appartement;3;31289
31290;35.81;Appartement;2;31290
31291;34.8;Appartement;2;31291
31292;29.91;Appartement;2;31292
31293;62.24;Appartement;3;31293
31294;33.25;Appartement;1;31294
31295;28.53;Appartement;1;31295
31296;31.43;Appartement;2;31296
31297;97.02;Appartement;4;31297
31298;41.29;Appartement;2;31298
31299;46.57;Appartement;3;31299
31300;29.64;Appartement;1;31300
31301;83.75;Appartement;3;31301
31302;43.88;Appartement;2;31302
31303;30;Appartement;2;31303
31304;62.31;Appartement;4;31304
31305;53.2;Appartement;2;31305
31306;25.98;Appartement;2;31306
31307;43.17;Appartement;2;31307
31308;49.68;Appartement;2;31308
31309;77.14;Appartement;3;31309
31310;46.02;Appartement;2;31310
31311;24.9;Appartement;1;31311
31312;52.14;Appartement;3;31312
31313;93.03;Appartement;4;31313
31314;59.75;Appartement;3;31314
31315;51.4;Appartement;3;31315
31316;87.02;Appartement;4;31316
31317;52.85;Appartement;2;31317
31318;47.15;Appartement;1;31318
31319;49.8;Appartement;3;31319
31320;14.34;Appartement;1;31320
31321;120.06;Appartement;5;31321
31322;55.29;Appartement;3;31322
31323;41.93;Appartement;2;31323
31324;23.77;Appartement;1;31324
31325;27.4;Appartement;1;31325
31326;84.24;Appartement;4;31326
31327;31.1;Appartement;2;31327
31328;50.35;Appartement;2;31328
31329;59.65;Appartement;3;31329
31330;22.12;Appartement;1;31330
31331;103.5;Appartement;3;31331
31332;40.75;Appartement;2;31332
31333;56.59;Appartement;3;31333
31334;60.1;Appartement;2;31334
31335;38.45;Appartement;2;31335
31336;85.75;Appartement;3;31336
31337;34.46;Appartement;2;31337
31338;25.7;Appartement;1;31338
31339;36.34;Appartement;2;31339
31340;25.7;Appartement;2;31340
31341;51.44;Appartement;2;31341
31342;34.39;Appartement;2;31342
31343;27.89;Appartement;2;31343
31344;52.28;Appartement;3;31344
31345;43.16;Appartement;3;31345
31346;77.97;Appartement;4;31346
31347;25.06;Appartement;1;31347
31348;52.54;Appartement;3;31348
31349;84.8;Appartement;2;31349
31350;62.82;Appartement;3;31350
31351;29.48;Appartement;1;31351
31352;41.66;Appartement;3;31352
31353;54.56;Appartement;3;31353
31354;29.45;Appartement;2;31354
31355;32;Appartement;3;31355
31356;44.81;Appartement;3;31356
31357;88.98;Appartement;4;31357
31358;25.31;Appartement;2;31358
31359;27.03;Appartement;2;31359
31360;32.9;Appartement;1;31360
31361;25.11;Appartement;1;31361
31362;42.51;Appartement;3;31362
31363;40.2;Appartement;3;31363
31364;46.64;Appartement;2;31364
31365;89.62;Appartement;4;31365
31366;11.15;Appartement;1;31366
31367;48.03;Appartement;3;31367
31368;86.86;Appartement;2;31368
31369;28.2;Appartement;2;31369
31370;6.25;Appartement;1;31370
31371;40.98;Appartement;3;31371
31372;17.08;Appartement;1;31372
31373;83.77;Appartement;4;31373
31374;35.82;Appartement;2;31374
31375;31.7;Appartement;2;31375
31376;28.29;Appartement;1;31376
31377;37.77;Appartement;2;31377
31378;49.53;Appartement;2;31378
31379;36.33;Appartement;1;31379
31380;50.09;Appartement;3;31380
31381;21.42;Appartement;2;31381
31382;13.69;Appartement;1;31382
31383;27.42;Appartement;2;31383
31384;57.36;Appartement;3;31384
31385;26.3;Appartement;2;31385
31386;32.88;Appartement;3;31386
31387;9.25;Appartement;1;31387
31388;55.23;Appartement;3;31388
31389;53.91;Appartement;2;31389
31390;19.03;Appartement;1;31390
31391;24.64;Appartement;1;31391
31392;19.08;Appartement;1;31392
31393;37.24;Appartement;2;31393
31394;63.03;Appartement;3;31394
31395;21.92;Appartement;2;31395
31396;33;Appartement;2;31396
31397;39.72;Appartement;2;31397
31398;68.6;Appartement;3;31398
31399;60.52;Appartement;3;31399
31400;62.81;Appartement;3;31400
31401;57.62;Appartement;4;31401
31402;44.67;Appartement;3;31402
31403;108.67;Appartement;5;31403
31404;15.56;Appartement;1;31404
31405;26.42;Appartement;2;31405
31406;54.45;Appartement;3;31406
31407;40.31;Appartement;2;31407
31408;58.25;Appartement;3;31408
31409;35.67;Appartement;2;31409
31410;13.5;Appartement;1;31410
31411;64.72;Appartement;3;31411
31412;65.85;Appartement;3;31412
31413;26.36;Appartement;2;31413
31414;59.16;Appartement;3;31414
31415;24.71;Appartement;3;31415
31416;49.76;Appartement;2;31416
31417;46.05;Appartement;2;31417
31418;41.58;Appartement;2;31418
31419;83.5;Appartement;4;31419
31420;17.06;Appartement;1;31420
31421;44.72;Appartement;1;31421
31422;46.26;Appartement;2;31422
31423;70.16;Appartement;3;31423
31424;40.93;Appartement;2;31424
31425;31.72;Appartement;1;31425
31426;22.71;Appartement;1;31426
31427;37.1;Appartement;1;31427
31428;90.18;Appartement;3;31428
31429;36.22;Appartement;2;31429
31430;22.59;Appartement;1;31430
31431;53.81;Appartement;3;31431
31432;29.5;Appartement;1;31432
31433;17.02;Appartement;1;31433
31434;56.13;Appartement;2;31434
31435;41.04;Appartement;2;31435
31436;49.33;Appartement;3;31436
31437;37.49;Appartement;1;31437
31438;44;Appartement;3;31438
31439;24.74;Appartement;2;31439
31440;23.94;Appartement;1;31440
31441;68.29;Appartement;3;31441
31442;20.53;Appartement;1;31442
31443;15.81;Appartement;1;31443
31444;45.12;Appartement;1;31444
31445;30.71;Appartement;2;31445
31446;18.74;Appartement;1;31446
31447;21.55;Appartement;1;31447
31448;56.06;Appartement;2;31448
31449;97.59;Appartement;5;31449
31450;17.2;Appartement;1;31450
31451;28.14;Appartement;1;31451
31452;51.69;Appartement;1;31452
31453;104.85;Appartement;4;31453
31454;79.04;Appartement;3;31454
31455;79.49;Appartement;4;31455
31456;48.13;Appartement;2;31456
31457;13.18;Appartement;1;31457
31458;24.61;Appartement;1;31458
31459;38.88;Appartement;1;31459
31460;41.53;Appartement;3;31460
31461;22.3;Appartement;2;31461
31462;33.86;Appartement;2;31462
31463;99.07;Appartement;3;31463
31464;87.04;Appartement;4;31464
31465;20.4;Appartement;1;31465
31466;28.61;Appartement;1;31466
31467;22.01;Appartement;1;31467
31468;36.93;Appartement;2;31468
31469;129.55;Appartement;6;31469
31470;32.18;Appartement;2;31470
31471;58;Appartement;3;31471
31472;47.31;Appartement;3;31472
31473;47;Appartement;4;31473
31474;83.8;Appartement;3;31474
31475;34.09;Appartement;2;31475
31476;53.48;Appartement;3;31476
31477;38.78;Appartement;3;31477
31478;18.71;Appartement;1;31478
31479;99.15;Appartement;3;31479
31480;30.05;Appartement;2;31480
31481;62;Appartement;3;31481
31482;45.01;Appartement;2;31482
31483;72.66;Appartement;3;31483
31484;22.67;Appartement;1;31484
31485;59.88;Appartement;3;31485
31486;35.27;Appartement;2;31486
31487;30.99;Appartement;1;31487
31488;24.84;Appartement;1;31488
31489;25.4;Appartement;2;31489
31490;59.73;Appartement;2;31490
31491;24.04;Appartement;2;31491
31492;51.07;Appartement;3;31492
31493;65.52;Appartement;3;31493
31494;28.29;Appartement;1;31494
31495;40.3;Appartement;2;31495
31496;35.82;Appartement;3;31496
31497;31.11;Appartement;1;31497
31498;59.71;Appartement;3;31498
31499;76.25;Appartement;3;31499
31500;164.35;Appartement;3;31500
31501;50.96;Appartement;1;31501
31502;39.6;Appartement;3;31502
31503;32.82;Appartement;1;31503
31504;28.88;Appartement;2;31504
31505;73.15;Appartement;3;31505
31506;34.54;Appartement;2;31506
31507;26.16;Appartement;2;31507
31508;33.63;Appartement;2;31508
31509;16.32;Appartement;1;31509
31510;71.07;Appartement;3;31510
31511;27.29;Appartement;1;31511
31512;35.7;Appartement;2;31512
31513;41.39;Appartement;1;31513
31514;33.86;Appartement;3;31514
31515;35.62;Appartement;2;31515
31516;50.35;Appartement;2;31516
31517;87.86;Appartement;4;31517
31518;74.39;Appartement;3;31518
31519;67.76;Appartement;3;31519
31520;15.29;Appartement;1;31520
31521;47.82;Appartement;2;31521
31522;51.73;Appartement;3;31522
31523;69.74;Appartement;3;31523
31524;12.5;Appartement;1;31524
31525;37.48;Appartement;1;31525
31526;77.05;Appartement;3;31526
31527;65;Appartement;3;31527
31528;7.71;Appartement;1;31528
31529;54.32;Appartement;2;31529
31530;40.14;Appartement;3;31530
31531;54.55;Appartement;2;31531
31532;36.95;Appartement;2;31532
31533;16.76;Appartement;1;31533
31534;73.34;Appartement;3;31534
31535;12.8;Appartement;1;31535
31536;58.78;Appartement;2;31536
31537;38.17;Appartement;3;31537
31538;31.95;Appartement;2;31538
31539;16.85;Appartement;2;31539
31540;46.74;Appartement;2;31540
31541;47.22;Appartement;2;31541
31542;26.01;Appartement;2;31542
31543;43.02;Appartement;3;31543
31544;78.27;Appartement;3;31544
31545;47.5;Appartement;3;31545
31546;16.76;Appartement;1;31546
31547;120.36;Appartement;4;31547
31548;11.15;Appartement;1;31548
31549;37.14;Appartement;2;31549
31550;24.47;Appartement;1;31550
31551;34.36;Appartement;1;31551
31552;13.42;Appartement;1;31552
31553;68.48;Appartement;3;31553
31554;93.24;Appartement;4;31554
31555;57.28;Appartement;3;31555
31556;62.11;Appartement;2;31556
31557;18.85;Appartement;2;31557
31558;11.12;Appartement;1;31558
31559;26.84;Appartement;1;31559
31560;98.05;Appartement;5;31560
31561;38.08;Appartement;2;31561
31562;41.06;Appartement;1;31562
31563;31.69;Appartement;1;31563
31564;17.66;Appartement;1;31564
31565;12.77;Appartement;1;31565
31566;55.63;Appartement;3;31566
31567;37.38;Appartement;2;31567
31568;39.1;Appartement;2;31568
31569;47.84;Appartement;3;31569
31570;31.03;Appartement;1;31570
31571;30.23;Appartement;2;31571
31572;60.01;Appartement;3;31572
31573;82.84;Appartement;4;31573
31574;23.95;Appartement;1;31574
31575;92.6;Appartement;3;31575
31576;10.8;Appartement;1;31576
31577;64.82;Appartement;3;31577
31578;32.82;Appartement;1;31578
31579;88.3;Appartement;4;31579
31580;99.96;Appartement;6;31580
31581;44.45;Appartement;2;31581
31582;19.45;Appartement;1;31582
31583;70.5;Appartement;3;31583
31584;43.94;Appartement;2;31584
31585;61.82;Appartement;3;31585
31586;32.7;Appartement;2;31586
31587;51.43;Appartement;3;31587
31588;39.04;Appartement;2;31588
31589;30.17;Appartement;2;31589
31590;102.36;Appartement;4;31590
31591;35.15;Appartement;3;31591
31592;60.15;Appartement;3;31592
31593;70.55;Appartement;3;31593
31594;51.76;Appartement;3;31594
31595;99.4;Appartement;5;31595
31596;50.38;Appartement;2;31596
31597;34.59;Appartement;2;31597
31598;15.24;Appartement;1;31598
31599;19.92;Appartement;1;31599
31600;27.26;Appartement;1;31600
31601;24.86;Appartement;1;31601
31602;94.68;Appartement;3;31602
31603;36.91;Appartement;2;31603
31604;22.77;Appartement;1;31604
31605;44.12;Appartement;2;31605
31606;115.05;Appartement;5;31606
31607;47.82;Appartement;3;31607
31608;15.45;Appartement;1;31608
31609;14.84;Appartement;1;31609
31610;26.27;Appartement;2;31610
31611;16.93;Appartement;1;31611
31612;15.09;Appartement;1;31612
31613;23.15;Appartement;2;31613
31614;35.5;Appartement;2;31614
31615;46.76;Appartement;2;31615
31616;58.6;Appartement;2;31616
31617;79.33;Appartement;5;31617
31618;114.9;Appartement;5;31618
31619;31.59;Appartement;2;31619
31620;30.15;Appartement;1;31620
31621;18.01;Appartement;1;31621
31622;54.29;Appartement;3;31622
31623;27.75;Appartement;2;31623
31624;53.47;Appartement;1;31624
31625;41.27;Appartement;3;31625
31626;24.42;Appartement;1;31626
31627;127.5;Appartement;5;31627
31628;41.52;Appartement;2;31628
31629;14.45;Appartement;1;31629
31630;23.37;Appartement;1;31630
31631;20.11;Appartement;1;31631
31632;137.37;Appartement;5;31632
31633;42.27;Appartement;2;31633
31634;36.69;Appartement;2;31634
31635;16.26;Appartement;1;31635
31636;15.48;Appartement;1;31636
31637;49.63;Appartement;2;31637
31638;40.33;Appartement;2;31638
31639;66.17;Appartement;4;31639
31640;13.75;Appartement;1;31640
31641;128.5;Appartement;5;31641
31642;43.13;Appartement;2;31642
31643;28.76;Appartement;2;31643
31644;44.37;Appartement;2;31644
31645;42.54;Appartement;1;31645
31646;53.78;Appartement;2;31646
31647;56.44;Appartement;2;31647
31648;60.51;Appartement;3;31648
31649;30.53;Appartement;2;31649
31650;42.01;Appartement;2;31650
31651;62.75;Appartement;3;31651
31652;43.55;Appartement;1;31652
31653;41.03;Appartement;1;31653
31654;57.74;Appartement;2;31654
31655;29.89;Appartement;2;31655
31656;117.07;Appartement;5;31656
31657;101.41;Appartement;4;31657
31658;68.9;Appartement;4;31658
31659;11.02;Appartement;1;31659
31660;23.73;Appartement;2;31660
31661;125.66;Appartement;6;31661
31662;30.46;Appartement;1;31662
31663;53.48;Appartement;2;31663
31664;13.51;Appartement;1;31664
31665;67.05;Appartement;3;31665
31666;21.27;Appartement;2;31666
31667;35.84;Appartement;2;31667
31668;36.41;Appartement;2;31668
31669;33.29;Appartement;2;31669
31670;105.03;Appartement;4;31670
31671;29.2;Appartement;1;31671
31672;43.01;Appartement;2;31672
31673;25.5;Appartement;1;31673
31674;52.02;Appartement;3;31674
31675;20.35;Appartement;1;31675
31676;55.36;Appartement;3;31676
31677;79.06;Appartement;3;31677
31678;47.83;Appartement;2;31678
31679;95.1;Appartement;3;31679
31680;100.08;Appartement;4;31680
31681;52.11;Appartement;3;31681
31682;18.34;Appartement;1;31682
31683;67.41;Appartement;4;31683
31684;23.4;Appartement;2;31684
31685;26.14;Appartement;2;31685
31686;62.32;Appartement;2;31686
31687;48.63;Appartement;2;31687
31688;44.48;Appartement;3;31688
31689;40.77;Appartement;2;31689
31690;52.5;Appartement;3;31690
31691;42.27;Appartement;2;31691
31692;57.2;Appartement;3;31692
31693;63.87;Appartement;4;31693
31694;43.29;Appartement;3;31694
31695;18.14;Appartement;1;31695
31696;47.82;Appartement;3;31696
31697;9.74;Appartement;1;31697
31698;68.77;Appartement;3;31698
31699;27.8;Appartement;2;31699
31700;55.03;Appartement;2;31700
31701;62.39;Appartement;2;31701
31702;39.36;Appartement;2;31702
