index_adresse;numero_voie;complement_numero_voie;type_de_voie;nom_voie;code_postal;commune
1;190;A;RUE;CENTRALE;1 370 ;SAINT-ETIENNE-DU-BOIS
2;347;;RUE;DU CHATEAU;1 170 ;CHEVRY
3;58;;AV;DU MONT BLANC;1 220 ;DIVONNE-LES-BAINS
4;140;;RUE;DE L'ABBE JOLIVET;1 630 ;PERON
5;39;;RUE;BUFFON;1 200 ;VALSERHONE
6;28;;AV;JEAN FALCONNIER;1 350 ;CULOZ
7;8;;RUE;DE GENEVE;1 630 ;ST-GENIS-POUILLY
8;2;;RUE;DU RECULET;1 630 ;ST-GENIS-POUILLY
9;1403;;RUE;JEAN DE GINGINS;1 220 ;DIVONNE-LES-BAINS
10;226;;ALL;DES CAPUCINES;1 630 ;ST-GENIS-POUILLY
11;276;;RTE;DE POUGNY;1 630 ;PERON
12;79;;CRS;DE VERDUN;1 100 ;OYONNAX
13;77;B;RUE;DU COMMERCE;1 130 ;ST-GERMAIN-DE-JOUX
14;240;;RUE;DE PRE BAILLY;1 170 ;GEX
15;3;;RUE;TURENNE;1 200 ;VALSERHONE
16;44;;ALL;DU SQUARE DE LAUSANNE;1 220 ;DIVONNE-LES-BAINS
17;59;;RUE;ALEXANDRE BERARD;1 500 ;AMBERIEU-EN-BUGEY
18;282;;CHE;DES LONGES RAYES;1 170 ;CESSY
19;54;;GR;GRANDE RUE;1 150 ;SAULT-BRENAZ
20;1;;RUE;DE GEX;1 210 ;FERNEY-VOLTAIRE
21;17;;LOT;LES JARDINS DE CHEVRY;1 170 ;CHEVRY
22;329;;RUE;DES CARPIERES;1 170 ;SEGNY
23;369;;AV;CHARLES DE GAULLE;1 150 ;LAGNIEU
24;154;;RUE;SUR LA VIGNETTE;1 130 ;LE POIZAT-LALLEYRIAT
25;6;;RUE;DES USINIERS;1 170 ;GEX
26;2;;RUE;DU JURA;1 630 ;ST-GENIS-POUILLY
27;54;;RUE;MARCEL DEMIA;1 500 ;AMBERIEU-EN-BUGEY
28;269;;CHE;DE CHARIGNIN;1 300 ;BELLEY
29;322;;RUE;DE BRETIGNY;1 210 ;ORNEX
30;132;;ALL;DES HETRES;1 630 ;ST-GENIS-POUILLY
31;80;;RUE;DE MEYRIN;1 210 ;FERNEY-VOLTAIRE
32;4;;RUE;DE LA MAIRIE;1 350 ;CULOZ
33;79;;GR;GRANDE RUE DE BULLIEZ;1 150 ;LAGNIEU
34;8;;RUE;DE LA BIENNE;1 590 ;DORTAN
35;29;;RUE;REINE CLOTILDE;1 500 ;AMBERIEU-EN-BUGEY
36;3;;RUE;STE MARIE;1 300 ;BELLEY
37;956;;RTE;DE BOURG;1 150 ;LAGNIEU
38;1;;AV;DU BIJOU;1 210 ;FERNEY-VOLTAIRE
39;58;;CHE;DE LA PLANCHE BRULEE;1 210 ;FERNEY-VOLTAIRE
40;211;;RUE;CHANTEPIE;1 280 ;PREVESSIN-MOENS
41;25;;RUE;DE LA ROCHE SAMUEL;1 110 ;BRENOD
42;25;;RUE;DE LA COMMUNE 1871;1 500 ;AMBERIEU-EN-BUGEY
43;6;;;DE LA TOUR;1 640 ;SAINT-JEAN-LE-VIEUX
44;91;;CHE;DE LA PLANCHE BRULEE;1 210 ;FERNEY-VOLTAIRE
45;3;;RUE;DU DOCTEUR GREZEL;1 130 ;NANTUA
46;28;;RUE;DU DOC CHARCOT;1 500 ;SAINT-DENIS-EN-BUGEY
47;312;;RUE;DES TERRASSES;1 710 ;THOIRY
48;10;;RUE;AMPERE;1 100 ;OYONNAX
49;1;;RUE;GERARD DE NERVAL;1 100 ;BELLIGNAT
50;10;;RUE;DES HAUTAINS;1 630 ;ST-GENIS-POUILLY
51;102;;MAIL;DU NEUTRINO;1 280 ;PREVESSIN-MOENS
52;84;;RUE;DE MEYRIN;1 210 ;FERNEY-VOLTAIRE
53;115;;RUE;MASONOD;1 110 ;PLATEAU D'HAUTEVILLE
54;812;;RUE;DES VERTES CAMPAGNES;1 170 ;GEX
55;26;;CHE;DE LA PLANCHE BRULEE;1 210 ;FERNEY-VOLTAIRE
56;2;;RUE;DE CHAMP FUSY;1 630 ;ST-GENIS-POUILLY
57;53;;ALL;DES PRUNUS;1 630 ;ST-GENIS-POUILLY
58;541;;RUE;DES MONTS JURA;1 410 ;LELEX
59;386;;CHE;DES SOUPIRS;1 300 ;BELLEY
60;663;;RTE;BLANCHE;1 170 ;SEGNY
61;377;;RUE;DES ABATTOIRS;1 170 ;GEX
62;60;;ALL;DES FRERES CAUDRON;1 500 ;AMBERIEU-EN-BUGEY
63;86;;RUE;DE LA REPUBLIQUE;1 200 ;VALSERHONE
64;148;;IMP;DU SAUGY;1 210 ;ORNEX
65;77;J;LOT;CLOS CHAMP VRILLARD;1 170 ;CESSY
66;27;;RLE;DE L EGLISE;1 170 ;GEX
67;5;;PL;DE L EGLISE;1 150 ;LAGNIEU
68;94;;ALL;SIMON VAN DER MEER;1 280 ;PREVESSIN-MOENS
69;242;;RUE;DE PRE BAILLY;1 170 ;GEX
70;8;;RTE;DE DIVONNE;1 170 ;VESANCY
71;24;;RUE;LAMARTINE;1 200 ;VALSERHONE
72;88;;RUE;DU PETIT CHAMP;1 710 ;THOIRY
73;27;;RUE;DES VERGERS;1 710 ;THOIRY
74;250;;RUE;DES FRENES;1 580 ;IZERNORE
75;13;;RUE;JEAN MONNET;1 500 ;AMBERIEU-EN-BUGEY
76;2;;RUE;DE LA BATISSE;1 500 ;AMBERIEU-EN-BUGEY
77;33;;RUE;DE GENEVE;1 630 ;ST-GENIS-POUILLY
78;30;;RUE;DE VERSOIX;1 210 ;FERNEY-VOLTAIRE
79;322;;RUE;DE BRETIGNY;1 210 ;ORNEX
80;923;;RTE;DE MURY;1 170 ;ECHENEVEX
81;77;;RUE;LA PIECE;1 170 ;CHEVRY
82;103;;MAIL;DU NEUTRINO;1 280 ;PREVESSIN-MOENS
83;33;;MAIL;DU NEUTRINO;1 280 ;PREVESSIN-MOENS
84;75;;RUE;DES VERGERS;1 710 ;THOIRY
85;27;;RTE;DE CESSY;1 210 ;VERSONNEX
86;60;;RUE;DE SAVOIE;1 200 ;VALSERHONE
87;90;;RUE;DE LAUSANNE;1 220 ;DIVONNE-LES-BAINS
88;72;;RUE;DE LA REPUBLIQUE;1 500 ;AMBERIEU-EN-BUGEY
89;198;;RTE;DE VOUVRAY;1 200 ;VALSERHONE
90;198;;RTE;DE VOUVRAY;1 200 ;VALSERHONE
91;786;;AV;DES VOIRONS;1 220 ;DIVONNE-LES-BAINS
92;256;;AV;DE BELLE FERME;1 170 ;GEX
93;1143;;RUE;CLAIRES FONTAINES;1 150 ;SAINT-VULBAS
94;40;;RUE;VICTOR HUGO;1 210 ;FERNEY-VOLTAIRE
95;150;;RUE;DE LA REPUBLIQUE;1 300 ;BELLEY
96;14;;RUE;CASTELLION;1 100 ;OYONNAX
97;38;;AV;DE VESSY;1 210 ;FERNEY-VOLTAIRE
98;256;;AV;DE BELLE FERME;1 170 ;GEX
99;36;;RUE;DES APOTRES;1 500 ;AMBERIEU-EN-BUGEY
100;91;;;GRAND' RUE;1 550 ;COLLONGES
101;88;;RUE;DE LA PIERRE;1 170 ;ECHENEVEX
102;223;;RUE;DES PRALETS;1 210 ;ORNEX
103;232;;RUE;DE LA ROCHETTE;1 260 ;CHAMPAGNE-EN-VALROMEY
104;3;A;RUE;GEORGES CHARPAK;1 630 ;ST-GENIS-POUILLY
105;9;;RUE;DE LA FLAUDIERE;1 640 ;JUJURIEUX
106;392;;RTE;DE VOUVRAY;1 200 ;VALSERHONE
107;5186;;;MATAFELON;1 580 ;MATAFELON-GRANGES
108;8;;RUE;GEORGES MARIN;1 200 ;VALSERHONE
109;6066;;RUE;DES BATTOIRS;1 710 ;THOIRY
110;1;;ESPA;CHARLES DE GAULLE;1 100 ;OYONNAX
111;54;;RUE;ANTOINE JACQUET;1 200 ;VALSERHONE
112;5208;;;LE BULOZ;1 260 ;HAUT-VALROMEY
113;7;;RUE;DU DOCTEUR GREZEL;1 130 ;NANTUA
114;247;;CHE;DE PRE DE PLANCHE;1 280 ;PREVESSIN-MOENS
115;120;B;CHE;DU MARTINET;1 170 ;CESSY
116;12;;RUE;DU MURET;1 100 ;OYONNAX
117;47;;RUE;DU CHANE;1 100 ;ARBENT
118;1;;RUE;JOLIOT CURIE;1 200 ;VALSERHONE
119;15;;CHE;DU LAVOIR;1 150 ;SAINT-VULBAS
120;68;;RUE;DES USINIERS;1 170 ;GEX
121;5001;;ALL;HONORE DE BALZAC;1 300 ;BELLEY
122;9;;RUE;DES FRERES SERPOLLET;1 350 ;CULOZ
123;231;;RUE;DE LA RABOUDIERE;1 360 ;LOYETTES
124;80;;RUE;DE MEYRIN;1 210 ;FERNEY-VOLTAIRE
125;20;;;HAMEAU DES CHENES;1 710 ;THOIRY
126;47;;CHE;DES ECOLIERS;1 220 ;DIVONNE-LES-BAINS
127;48;;RUE;DE GENEVE;1 210 ;FERNEY-VOLTAIRE
128;40;;IMP;DES PISTES;1 410 ;LELEX
129;4;;IMP;DU PEGAN;1 210 ;FERNEY-VOLTAIRE
130;4;;PL;DE L HOTEL DE VILLE;1 640 ;JUJURIEUX
131;76;;RUE;COLONEL XAVIER RENDU;1 200 ;VALSERHONE
132;18;;AV;FRANCIS BLANCHARD;1 170 ;GEX
133;711;;RUE;DES MORAINES;1 170 ;CHEVRY
134;120;B;CHE;DU MARTINET;1 170 ;CESSY
135;35;;RUE;BUFFON;1 200 ;VALSERHONE
136;20;;RUE;PARMENTIER;1 200 ;VALSERHONE
137;461;;RUE;JEAN-JACQUES ROUSSEAU;1 630 ;ST-GENIS-POUILLY
138;114;;RUE;DU CONTE DES PERMISSIONS;1 220 ;DIVONNE-LES-BAINS
139;38;B;RUE;JOSEPH MARION;1 200 ;VALSERHONE
140;242;;RUE;DES VERTES CAMPAGNES;1 170 ;GEX
141;44;;RUE;PASTEUR;1 150 ;LAGNIEU
142;34;;RUE;DES ECOLES;1 630 ;ST-GENIS-POUILLY
143;183;;RUE;DU VIEUX BOURG;1 170 ;SEGNY
144;54;B;RUE;ARISTIDE BRIAND;1 500 ;AMBERIEU-EN-BUGEY
145;99;;RUE;DE L AMITIE;1 300 ;BELLEY
146;16;;RUE;DES HAUTAINS;1 630 ;ST-GENIS-POUILLY
147;5245;;;LES MARS;1 410 ;MIJOUX
148;17;;AV;DES ALPES;1 210 ;FERNEY-VOLTAIRE
149;35;;RUE;DES PRELES;1 630 ;SERGY
150;78;;AV;DU GEN SARRAIL;1 500 ;AMBERIEU-EN-BUGEY
151;22;;RUE;DE L AVENIR;1 200 ;VALSERHONE
152;7;;RUE;TURENNE;1 200 ;VALSERHONE
153;86;;RUE;GUSTAVE EIFFEL;1 100 ;BELLIGNAT
154;16;;AV;DU JURA;1 210 ;FERNEY-VOLTAIRE
155;6;;RUE;GEORGES MARIN;1 200 ;VALSERHONE
156;346;;RUE;DE PRE BAILLY;1 170 ;GEX
157;195;;IMP;DU SAUGY;1 210 ;ORNEX
158;6066;;RUE;DES BATTOIRS;1 710 ;THOIRY
159;348;;RUE;DE PRE BAILLY;1 170 ;GEX
160;72;;CHE;DES COLLINES;1 630 ;SERGY
161;86;;RUE;DE MEYRIN;1 210 ;FERNEY-VOLTAIRE
162;181;;RUE;PARC JEAN MONNET;1 630 ;ST-GENIS-POUILLY
163;28;;CHE;DU PEUDEX;1 220 ;DIVONNE-LES-BAINS
164;62;;CHE;DU PONT DE GREMAZ;1 710 ;THOIRY
165;1;;ALL;ALBERT CAMUS;1 200 ;VALSERHONE
166;10;;RUE;DES HAUTAINS;1 630 ;ST-GENIS-POUILLY
167;13;;PL;DES FOURS;1 300 ;BELLEY
168;4;;CHE;DU MARAIS;1 280 ;PREVESSIN-MOENS
169;67;;RTE;DE GENEVE;1 170 ;CESSY
170;644;;RUE;D ARBERE;1 220 ;DIVONNE-LES-BAINS
171;67;;RTE;DE CHAVORNOD;1 300 ;BELLEY
172;96;;RUE;DU JURA;1 220 ;DIVONNE-LES-BAINS
173;282;;CHE;DES LONGES RAYES;1 170 ;CESSY
174;152;;GR;GRANDE RUE;1 220 ;DIVONNE-LES-BAINS
175;170;;RUE;DES TERREAUX;1 170 ;GEX
176;399;;RUE;DU COTEILLON;1 150 ;LAGNIEU
177;780;;RUE;DE LA REPUBLIQUE;1 550 ;FARGES
178;53;;ALL;DES PRUNUS;1 630 ;ST-GENIS-POUILLY
179;71;;CHE;DE LA PRALAY;1 170 ;CROZET
180;46;;AV;DES NATIONS;1 330 ;VILLARS-LES-DOMBES
181;13;;RUE;DE LAYE;1 800 ;MEXIMIEUX
182;151;;RTE;DE BELLEVILLE;1 090 ;MONTCEAUX
183;9;;RUE;NEUVE;1 120 ;MONTLUEL
184;768;;RUE;EDOUARD HERRIOT;1 480 ;JASSANS-RIOTTIER
185;172;;RUE;HECTOR BERLIOZ;1 480 ;BEAUREGARD
186;2;;RUE;DE LYON;1 800 ;MEXIMIEUX
187;1172;;RTE;DE GENEVE;1 120 ;DAGNEUX
188;62;;CHE;DU BONATIER;1 390 ;MIONNAY
189;40;;MTE;DES CANNES;1 800 ;VILLIEU-LOYES-MOLLON
190;12;;RUE;LUCIEN QUITTELIER;2 300 ;CHAUNY
191;27;;RUE;FERNAND THUILLART;2 000 ;LAON
192;1;;RUE;CONDORCET;2 000 ;LAON
193;15;;RUE;DU REMPART SAINT REMY;2 000 ;LAON
194;11;;RUE;BONNOT;2 000 ;LAON
195;2;;RUE;MAZIN;2 800 ;LA FERE
196;13;;RUE;PAUL DOUMER;2 000 ;LAON
197;20;G;RUE;DES OEUVRES DE CHINE;2 300 ;CHAUNY
198;13;;RUE;VINCHON;2 000 ;LAON
199;15;;RUE;DU CHANGE;2 000 ;LAON
200;13;;RUE;PAUL DOUMER;2 000 ;LAON
201;13;;RUE;PAUL DOUMER;2 000 ;LAON
202;27;;RUE;CARLIER HENNECART;2 000 ;LAON
203;9001;;RUE;JEAN DE LA FONTAINE;2 000 ;LAON
204;27;;RUE;JEAN RACINE;2 000 ;LAON
205;10;;PL;DU MARCHE;2 000 ;LAON
206;32;;RUE;DE LA LINOTTE;2 000 ;LAON
207;1;;RUE;CONDORCET;2 000 ;LAON
208;1;;RLE;DES NEUFLIERS;2 000 ;LAON
209;30;;RUE;DE L EGLISE;2 000 ;URCEL
210;1;;PL;BOUZIER;2 300 ;CHAUNY
211;1;;RUE;CONDORCET;2 000 ;LAON
212;30;;RUE;SERURIER;2 000 ;LAON
213;16;;RUE;DE MONTEVIDEO;2 410 ;SAINT GOBAIN
214;108;;BD;GAMBETTA;2 700 ;TERGNIER
215;32;;RUE;DE LA LINOTTE;2 000 ;LAON
216;32;;RUE;DE LA LINOTTE;2 000 ;LAON
217;32;;RUE;DE LA LINOTTE;2 000 ;LAON
218;9003;;RUE;ROBERT GODARD;2 670 ;FOLEMBRAY
219;4;;RUE;DE LA CONGREGATION;2 000 ;LAON
220;21;;RUE;AMPERE;2 000 ;LAON
221;3;;AV;CARNOT;2 000 ;LAON
222;30;;RUE;SERURIER;2 000 ;LAON
223;2;;RUE;DE LA SELLERIE;2 100 ;SAINT QUENTIN
224;1;;RUE;D ISLE;2 100 ;SAINT QUENTIN
225;23;;RUE;DU GOUVERNEMENT;2 100 ;SAINT QUENTIN
226;15;;RUE;VARLET;2 100 ;SAINT QUENTIN
227;2;;PL;FERNAND MARQUIGNY;2 200 ;SOISSONS
228;36;;RUE;DU MOULIN BOTTE;2 200 ;COURMELLES
229;12;;RUE;DES PAVEURS;2 200 ;SOISSONS
230;2;;BD;JEANNE D ARC;2 200 ;SOISSONS
231;2;B;RUE;JEAN DELAPLACE;2 200 ;SOISSONS
232;1;;RUE;DE LA SURCHETTE;2 200 ;SOISSONS
233;18;;RUE;QUINQUET;2 200 ;SOISSONS
234;1;;RUE;DU PONT DE LA TOURNELLE;2 290 ;VIC SUR AISNE
235;7;;RUE;DE FONTENOY;2 290 ;VIC SUR AISNE
236;;;;LA FOSSE SALMON;2 600 ;VILLERS-COTTERETS
237;19;;RUE;SAINT DENIS;2 600 ;LARGNY SUR AUTOMNE
238;3;;RUE;ROGER SALENGRO;2 600 ;VILLERS-COTTERETS
239;18;;RUE;DU CHAMP BOUILLANT;2 200 ;SOISSONS
240;3;;RUE;DE LA RESISTANCE;2 200 ;SOISSONS
241;14;;RUE;PORTE CROUY;2 200 ;SOISSONS
242;2;;CHT;DE LA QUINCY;2 880 ;NANTEUIL LA FOSSE
243;8;;PTR;PETITE RUE SAINT VINCENT;2 370 ;VAILLY-SUR-AISNE
244;2;;RUE;DE BAPAUME;2 600 ;VILLERS-COTTERETS
245;10;;PL;DE LAON;2 200 ;SOISSONS
246;1;B;RUE;DES GRAVIERS;2 200 ;SOISSONS
247;15;B;RUE;DU CHAMP BOUILLANT;2 200 ;SOISSONS
248;20;;RUE;NOTRE DAME;2 200 ;SOISSONS
249;17;;RUE;ALEXANDRE DUMAS;2 600 ;VILLERS-COTTERETS
250;5;A;RUE;FERNAND BAZIN;2 600 ;COEUVRES ET VALSERY
251;5;;PL;DU DOCTEUR MOUFLIER;2 600 ;VILLERS-COTTERETS
252;2;B;BD;EDOUARD BRANLY;2 200 ;SOISSONS
253;2;B;BD;EDOUARD BRANLY;2 200 ;SOISSONS
254;4;;PL;DE LAON;2 200 ;SOISSONS
255;16;;RUE;D OULCHY LE CHATEAU;2 200 ;BELLEU
256;12;;AV;THIERS;2 200 ;SOISSONS
257;4;;RUE;JEAN MOULIN;2 200 ;SOISSONS
258;3;B;RUE;PORTE CROUY;2 200 ;SOISSONS
259;5;;PL;DU DOCTEUR MOUFLIER;2 600 ;VILLERS-COTTERETS
260;30;;AV;DU GENERAL DE GAULLE;2 200 ;SOISSONS
261;9;;RUE;VICTOR HUGO;2 600 ;VILLERS-COTTERETS
262;41;;RUE;DU GRAND MONTOIR;2 600 ;VILLERS-COTTERETS
263;7;;RUE;DE PANLEU;2 200 ;SOISSONS
264;30;;AV;DU GENERAL DE GAULLE;2 200 ;SOISSONS
265;10;;PL;DE LAON;2 200 ;SOISSONS
266;5;D;RUE;FERNAND BAZIN;2 600 ;COEUVRES ET VALSERY
267;2;B;BD;EDOUARD BRANLY;2 200 ;SOISSONS
268;2;B;BD;EDOUARD BRANLY;2 200 ;SOISSONS
269;22;;BD;JEANNE D ARC;2 200 ;SOISSONS
270;12;;AV;DE LA MARE AUX CANES;2 400 ;CHATEAU THIERRY
271;3;;PL;DE L HOTEL DE VILLE;2 400 ;CHATEAU THIERRY
272;50;;GR;GRANDE RUE;2 400 ;CHATEAU THIERRY
273;1;;RES;RENOIR;2 400 ;CHATEAU THIERRY
274;2;;RUE;PAUL CLAUDEL;2 130 ;FERE EN TARDENOIS
275;22;;RUE;DE LA FRATERNITE;3 000 ;MOULINS
276;2;;RUE;DENAIN;3 000 ;MOULINS
277;22;;RUE;DE LA FRATERNITE;3 000 ;MOULINS
278;22;;RUE;DE LA FRATERNITE;3 000 ;MOULINS
279;14;;RUE;CHARLES PEGUY;3 000 ;MOULINS
280;4;;RES;PARC MONTFAULT;3 400 ;YZEURE
281;11;;RUE;DU VERT GALANT;3 000 ;MOULINS
282;16;;IMP;DU PRE DE MOLLES;3 400 ;YZEURE
283;84;;RTE;DE LYON;3 400 ;YZEURE
284;3;;RUE;JACQUES VINCENT;3 400 ;YZEURE
285;24;;RUE;GASPARD ROUX;3 000 ;MOULINS
286;1;B;AV;DU DRAPEAU;3 300 ;CUSSET
287;71;;RUE;JEAN JAURES;3 200 ;VICHY
288;2;;RUE;MONTIGNAC;3 200 ;VICHY
289;2;;RUE;DU 11 NOVEMBRE;3 200 ;VICHY
290;10;;RUE;DUCHON;3 200 ;VICHY
291;4;;RUE;HUBERT COLOMBIER;3 200 ;VICHY
292;9003;;PL;DE L HORLOGE;4 200 ;SISTERON
293;7102;;PL;DE L ENGIEN;4 500 ;RIEZ
294;7003;;RES;LES MELEZES;4 400 ;ENCHASTRAYES
295;9500;;TRA;DU CAMPING;4 160 ;CHATEAU-ARNOUX-SAINT-AUBAN
296;1;;RUE;DES MONGES;4 000 ;DIGNE-LES-BAINS
297;7066;;;STATION DE SAINT JEAN;4 140 ;MONTCLAR
298;9002;;PL;DU DOCTEUR ROBERT;4 200 ;SISTERON
299;7192;;;LA CHAPELLE;4 260 ;ALLOS
300;;;PL;DES AIRES;4 120 ;CASTELLANE
301;7078;;RTE;DE MAZAGRAND;4 850 ;JAUSIERS
302;7037;;;LE VILLAGE;4 340 ;LE LAUZET UBAYE
303;6;;RUE;GRANDE;4 140 ;SEYNE
304;7034;;;ADRECH DE CHAUVET;4 260 ;ALLOS
305;25;;AV;FRANCOIS CUZIN;4 000 ;DIGNE-LES-BAINS
306;20;;RUE;DU VALLON DE FARINE;4 000 ;DIGNE-LES-BAINS
307;7002;;;STATION DE SAINT JEAN;4 140 ;MONTCLAR
308;7042;;;LE VILLAGE;4 500 ;SAINTE CROIX DU VERDON
309;7398;;;PONT DE LABRAU OUEST;4 260 ;ALLOS
310;24;;LOT;LOTISSEMENT DU BERARD;4 400 ;FAUCON-DE-BARCELONNETTE
311;7052;;RES;LES CHENEVRIERS;4 400 ;ENCHASTRAYES
312;12;;CHE;DES ALPAGES;4 400 ;BARCELONNETTE
313;25;;RUE;PRINCIPALE;4 850 ;JAUSIERS
314;7300;;CHE;DES BEAUMES;4 800 ;GREOUX-LES-BAINS
315;39;;BD;VICTOR HUGO;4 000 ;DIGNE-LES-BAINS
316;9482;;RES;LE VALLON DES SOURCES;4 000 ;DIGNE-LES-BAINS
317;32;;BD;VICTOR HUGO;4 000 ;DIGNE-LES-BAINS
318;5081;;;LE SUPERSAUZE;4 400 ;ENCHASTRAYES
319;26;;;LE PONT;4 800 ;SAINT-MARTIN-DE-BROMES
320;7178;;;PONT DE LABRAU;4 260 ;ALLOS
321;2;B;IMP;DE CARUPE;4 200 ;PEIPIN
322;7153;;;LES HAUTES PLAINES;4 800 ;GREOUX-LES-BAINS
323;5112;;RES;LES MARGUERITES;4 400 ;ENCHASTRAYES
324;4;;PL;DE LA MAIRIE;4 000 ;DIGNE-LES-BAINS
325;5230;;;LE SUPERSAUZE;4 400 ;ENCHASTRAYES
326;7153;;;LES HAUTES PLAINES;4 800 ;GREOUX-LES-BAINS
327;6;;;ANCIENNE RTE D FORCALQUIER;4 130 ;VOLX
328;7096;;;BEAUDINE;4 300 ;FORCALQUIER
329;3;;PL;DE LA REPUBLIQUE;4 200 ;SISTERON
330;53;;RUE;DELEUZE;4 200 ;SISTERON
331;7023;;;GRANDE MONTAGNE;4 140 ;SELONNET
332;7052;;;LES AUCHES;4 260 ;ALLOS
333;181;;ALL;DES AVETTES;4 100 ;MANOSQUE
334;5;;AV;MARCEL ANDRE;4 300 ;FORCALQUIER
335;7218;;;LACHAUD ET CHAUVET;4 260 ;ALLOS
336;320;;AV;DU DCT BERNARD FOUSSIER;4 100 ;MANOSQUE
337;6;;RUE;ANDRE HONNORAT;4 400 ;BARCELONNETTE
338;155;;RUE;DOC CASIMIR CAIRE;4 300 ;FORCALQUIER
339;5637;A;AV;DES THERMES;4 800 ;GREOUX-LES-BAINS
340;7054;;;LA CHAPELLE;4 260 ;ALLOS
341;3;;RUE;TANNERIE;4 500 ;RIEZ
342;118;;RUE;POTERIE;4 200 ;SISTERON
343;1;;REM;DES CORDELIERS;4 300 ;FORCALQUIER
344;9002;D;;LES LAVANDES;4 100 ;MANOSQUE
345;;;RES;LES MARMOTTES BLEUES;4 400 ;UVERNET-FOURS
346;5038;;;LE VILLAGE;4 200 ;NOYERS-SUR-JABRON
347;9;;RUE;FONT CHAUDE;4 200 ;SISTERON
348;7089;;;SAINT PIERRE;4 140 ;SEYNE
349;5154;;RUE;DE LA FERRAILLE;4 300 ;PIERRERUE
350;7215;;;LA SESTRIERE;4 260 ;ALLOS
351;3;;TRA;DES EAUX CHAUDES;4 000 ;DIGNE-LES-BAINS
352;1;;RUE;JULES BOURDIN;4 700 ;ORAISON
353;5637;A;AV;DES THERMES;4 800 ;GREOUX-LES-BAINS
354;14;;ALL;DE PROVENCE;4 100 ;MANOSQUE
355;5028;;CHE;DE STE ANNETTE;4 800 ;GREOUX-LES-BAINS
356;36;;AV;HENRI JAUBERT;4 000 ;DIGNE-LES-BAINS
357;117;;AV;DES THERMES;4 800 ;GREOUX-LES-BAINS
358;9001;;RES;JEANNE D ARC;4 100 ;MANOSQUE
359;20;;RUE;MARIUS DEBOUT;4 300 ;FORCALQUIER
360;7224;;;LES HAUTES PLAINES;4 800 ;GREOUX-LES-BAINS
361;;;RES;PRA CHAUVET;4 400 ;UVERNET-FOURS
362;7009;;;ADRECH DE CHAUVET;4 260 ;ALLOS
363;;;RES;LES MELEZES;4 400 ;UVERNET-FOURS
364;7215;;;STATION DE SAINT JEAN;4 140 ;MONTCLAR
365;7113;;;LES SAGNES;4 140 ;SEYNE
366;7024;;;LES HAUTES PLAINES;4 800 ;GREOUX-LES-BAINS
367;7023;;;LES HAUTES PLAINES;4 800 ;GREOUX-LES-BAINS
368;3;;RUE;DU FRESQUIE;4 300 ;FORCALQUIER
369;;;RES;LE CEZANNE;4 800 ;GREOUX-LES-BAINS
370;20;;ALL;DE PROVENCE;4 100 ;MANOSQUE
371;3;;TRA;DES EAUX CHAUDES;4 000 ;DIGNE-LES-BAINS
372;7102;;RTE;DU LAC;4 160 ;L ESCALE
373;5038;;;LES VIEUX BAINS;4 800 ;GREOUX-LES-BAINS
374;29;;RUE;NATIONALE;4 120 ;CASTELLANE
375;;;RES;LE CHRISTIANA;4 400 ;UVERNET-FOURS
376;5177;;RUE;GRANDE;4 180 ;VILLENEUVE
377;9013;;BD;PAUL MARTIN NALIN;4 100 ;MANOSQUE
378;11;;RUE;DE L ANCIENNE MAIRIE;4 000 ;DIGNE-LES-BAINS
379;9001;;;LA COLETTE;4 100 ;MANOSQUE
380;7028;;;MAZAGRAND;4 850 ;JAUSIERS
381;9001;;;LA COLETTE;4 100 ;MANOSQUE
382;8;;MTE;DU CHASTEL;4 850 ;JAUSIERS
383;5;B;AV;DES THERMES;4 000 ;DIGNE-LES-BAINS
384;;;RES;LA BERANGERE;4 400 ;UVERNET-FOURS
385;5004;;AV;GEORGES DE SALVE;4 210 ;VALENSOLE
386;30;;AV;DES ARCADES;4 200 ;SISTERON
387;15;;CHE;DES AJONCS;4 000 ;DIGNE-LES-BAINS
388;40;;AV;JEAN MOULIN;4 200 ;SISTERON
389;4;;RUE;DES ALPES;4 100 ;MANOSQUE
390;42;;CHE;DES SALETTES;4 160 ;CHATEAU-ARNOUX-SAINT-AUBAN
391;7091;;;CHANTEMERLE;4 140 ;SEYNE
392;7263;;RES;LA PETITE OURSE 2;4 260 ;ALLOS
393;28;;RUE;DE L HUBAC;4 000 ;DIGNE-LES-BAINS
394;;;RES;L EDELWEISS;4 400 ;UVERNET-FOURS
395;16;;AV;SAINT PROMASSE;4 300 ;FORCALQUIER
396;9491;;CHE;DU LAC;4 160 ;CHATEAU-ARNOUX-SAINT-AUBAN
397;20;;RUE;DE LA REPUBLIQUE;4 290 ;VOLONNE
398;7;;RUE;GRENETTE;4 400 ;BARCELONNETTE
399;12;;RUE;LOUIS ANDRIEUX;4 300 ;FORCALQUIER
400;156;;RUE;PIERRE MAITRE;4 220 ;SAINTE-TULLE
401;7024;;;LES HAUTES PLAINES;4 800 ;GREOUX-LES-BAINS
402;3;;RLE;DES PRISONS;4 300 ;FORCALQUIER
403;16;;RUE;DE L ARMISTICE;4 100 ;MANOSQUE
404;7197;;RES;LE SCHUSS 3;4 260 ;ALLOS
405;10;;AV;MARCEL ANDRE;4 300 ;FORCALQUIER
406;7089;;AV;REINE DES ALPES;4 400 ;BARCELONNETTE
